review_title,review_description,rating
Could be way better,Worst mobile for gaming.. Gamer don't purchase it so lagging problem i have playing pubg so lagging problem... Camera not worth with comparing redmi... Poco and redmi camera are variations,2
Utterly Disappointed,"After use of mobile for 3 months, it is getting restarted automatically, it should be hardware issue.",1
Worth every penny,Good,5
Worthless,Made a big mistake by purchasing such brand phone. And biggest mistake by purchasing online.. 15 day after buying this phone it started getting switch off automatically every 1 or 2 hrs later..,1
Classy product,Super,5
Awesome,Good,5
Nice,Nice,3
Value-for-money,Over-all good,4
Classy product,osm,5
Fabulous!,Nice mobile phone ❤❤❤,5
Good choice,Super,4
Must buy!,good,5
Must buy!,Over all ok,5
Delightful,Nice product,4
Mind-blowing purchase,Good product,5
Just wow!,"Fabulous product, using since almost a year without a penny complain, must buy product",5
Unsatisfactory,"Don't bay this mobile, not good",1
Waste of money!,Warest mobile phone is hanging,1
Excellent,Good,5
Excellent,Awesome phone👌,5
Useless product,Worst phone,1
