review_title,review_description,rating
Love at First Home Touch,"Totally worth the price if:- you are a iOS fan- like compact phone- want to switch from android to iPhone- you like clicking some good photos (camera is unbeatable)- you multitask (normal phones get stuck between apps, this will keep you going without a hiatus (lag)- you like to listen to music (have 2 speakers, one on the front, and another below; when I watch a movie with 4d-5d music, it feels like Dolby atmos)There a lot a technical advantages too which I dont want to get into (yo...",4
Worth the money,As always compact and handy ... with good image stability 4K gives amazing experience Battery capacity is little poor .. it’s worth buying on this budget..4/5 my rating,4
Brilliant,"People talk about it’s battery backup?? man I’m in love with this handset. So clean, so smooth. Smoother than xr if you’ve used both you’ll understand. Camera better than xr. Battery of xr is better but still I’ll vote for se because of A13 Bionic chip, touch haptics and many more reasons. Its a beast in this segment. Still I want you all to feel this beast in your hand. Sexy as it looks, just a perfect masterpiece.",5
Very Good,"If you are going to use apple for first time then you will be amazed. Performance wise this phone is ultra first. Camera is also pretty good, attached images were taken indoor only. Display is also quite good. The BEST thing about this phone is it’s size. So easy to use this phone singe handedly. Excellent grip. Fits very crisply in pockets.The worst thing is it’s battery. Doesn’t last long. Better to have a power bank to avoid sudden switch off.",4
Wonderful,"Keep the battery aside and I don’t see any other reason why you shouldn’t buy it. It’s super fast, has an awesome pair of camera, punchy speaker, good looks, beautiful screen, perfect size and an amazing user experience. Everything about this phone is no nonsense.Coming to battery, I was aware it was less but I didn’t care because for my casual usage, it easily lasts 24hours. It easily gives an onscreen time of 4 hours per day and if you are using your phone for more than that, you know you...",4
Value-for-money,"Camera is best. Mobile performance is good. 4.7 inch display phone is handy phone. Battery capacity is not good but in this range phone is good . Dual sim phone and one sim slot supported eSim. Better series in iPhone is X ,XS ,XR and 11. Software iOS 14.3 is latest.",4
Nice product,"Let's face it. The main reason you're even considering this is because you want a compact phone that doesn't compromise on power. Getting OS updates for another 4-5 years, with a decent camera, waterproofing and wireless charging is just an added advantage. There's a few things it could've done better: 1. Battery is barely adequate for a day of moderate usage.2. The bezels could have been reduced to have more screen to body ratio.3. Night mode for the camera was a software feature that ...",4
Best in the market!,"One word.. beautiful iphone ❤️ premium feelJust go for it without any doubt. Superb camera, handy, white color is soo good. This phone is for someone who don't like big screen phones.",5
Highly recommended,best compact phone i ever have.It has pretty good camera and performance.I have iphone 11pro but now i fall in love with this phone.Best phone👍👍.Go for it if u love small size phone👍👍👍,5
Just wow!,"iPhone SE 2020 Looks premium😍 Battery:-Most of the people think it’s only 1800 mAh battery???? Is it sufficient??🧐After 8 days of usage ..! in 100%chargeI have played lots of game especially pubg3Hrs of pubg with fully charge6Hrs of Heavy usages also played 1Hrs of pubg14Hrs with normal usage like .,movie,what app,Fb,Instagram and Twitter and callCharging time:- takes more than 2.5hrs with box charger and with 12w 1.50Hrs Performance:- Same like iPhone 11,11pro,11pro max (A13bionic...",5
Just wow!,"Small yet powerful phone. I am posting this review after nearly 1 month of usage.1. Performance of the phone is awesome. There is no lag experienced in using any application, games, etc.2. Battery of the phone is good. It easily lasts 1 day with full day usage of internet like mails, apps, photos, surfing, etc and calling also. This phone is for moderate phone users not gamers ( from battery point of view) . Else you may have to charge it twice a day for heavy usage. For moderate users lik...",5
Unsatisfactory,Everything is fine of this mobile except battery. Battery consumption at 8-10% Brightness inVideo call : almost 4% reduction for every 5-6 mins. Phone call : almost 1% reduction for every 4-5 mins. Which seems to be bit faster consumption. First iPhone I’m using. I’m not sure about regular battery consumption rate. But this doesn’t look nice to me.,1
Perfect product!,"The powerful small phone that I always wished for !!Nowadays the fad is big screen phones but for me, I like a small powerful phone with awesome camera. Ticked all the boxes that I had in my mind. Switched from android. Never going back!",5
Wonderful,"Like It, Apple SE very nice and handy mobile, we can use it by single hand, like it too much if you are going single handy mobile you can go with Apple SE 2020 without any hesitation.",5
Super!,"After using this Device as my daily driver for over a month i can say that , It’s inbuilt AI and Machine Learning is so good that it manages all my things by itself, and even after having a small battery of 1800 MAH, it performs all day with some juice left, which is impressive. Awesome Camera, amazing Performance thanks to A13 Bionic. Suggestion go for 128GB it will help you in long run. Overall a very good and nice product.",5
Best in the market!,"As being a frequent apple user, I couldn't find much of a difference when comparing to IPhone 6.The size and display are the same of IPhone 6 and ofcourse there is 0 negative comments for the A13 chip. It is super fast✌️.Overall it's the same iPhone 6 with an A13 chip and the generation updates a smartphone can get in 2020.No negative comments for the camera, apple is always the topper in capturing moments and SE2 has got the studio lights, a front facing portrait camera, a wider photo fr...",5
Classy product,"First of all we will talk about battery it has 1800 mah battery ,but u know what it works like 4000 mah truly amazing phone with optical image stabilisation in video with editing option 64 gb variant is too good go for it",5
Best in this budget,"This is an amazing phone for the price. For someone coming from a pure Android background, migrating data would take a little time, and the battery backup may be quite less for the first 1-2 days. Once it is all set, I felt that the phone gives a decent battery backup. The backup with the ~1800mAh battery on this phone is somewhat comparable to that of an Android with twice the capacity.Camera is amazing for my use, as the lighting and colour tone are Natural, close to what we would see with...",5
Just wow!,"I switched from iPhone 8 to iPhone SE instead of going for iPhone 11 since SE comes with same power and great camera with a device size I can easily use and hold in my single hand. I got this delivered within one day of being available in India and it’s just great. I am a big fan of iOS and I’m deep into the Apple ecosystem with my iPad, MacBook, AirPods and an old iPod and I’m not disappointed here too. To those of you who are wondering how is it different from iPhone 8 since it practically ...",5
Terrific,"This is my first iPhone. And after using it for 6 continuous days the difference between my previous Sony XZS Android and this iPhone is easily noticeable.  The camera is better in every way. The only thing I miss about my previous phone is the 960 frame/sec super slow motion recording. Performance is way too better than android. This is fast, very very fast. If your eyes are not glued with the screen the battery life is ok. In fact this is the only issue with this phone. This one fits in my ...",5
Perfect product!,Finally most awaited first iPhone came within 3 days of order iPhone SE in one line A powerful performance in compact design and affordable ratesFirst iPhone in life where you compare each and every functionality with your previous android phone.Pros * Powerful chip at affordable price * Suitable who want to back to having experience of compact screen phone without bazzels.* Powerful camera experience with A13 Bionic chip image processing power* My personally favourite I always pref...,5
Just wow!,Most amazing camera in iphone 👌 that is my personal ask I'm Finally buy my First i phone and that latest processor and All new things amazed you it's sooo Handy and enjoyable to Use. And beat other I phones now so enjoyed it.,5
Awesome,"Brilliant performance everything is best if you compatible with small screen but battery is average , premium looks sound quality awesome handy phone camera quality ❤️❤️❤️Thanks flipkart.",5
Does the job,"Writing this review after around 1 week of use.Updating this review after a further 2 weeks of use.Initially, there was some heating on the phone, but on further use that problem has disappeared. Got to explore the camera a bit more and found it to be very good, the stability on the video is also good.Pros -      1. Good Camera Quality. Image quality is very good. Pictures are sharp. Good performance in bokeh mode.      2. Good performance. The phone has no lags so far, it is very smoo...",3
Go for it without any hesitation.,"Honest advice  :  Don't watch any tech reviewer's videos before buying this beast.I purchased this product on 6th June,2020 and here is my honest review :1. Device looks small but the way it works is truly amazing.2. if you are switching from ~6"" screen , it is going to be troublesome for a while.3. 1821  mah battery . 0 to 100% charging time is around 130 minutes. Fast charging/wireless charging is supported but fast charger is not included in box.4. Gaming Experience is amazing BUT p...",4
Mind-blowing purchase,"This is a beast. Smaller yet powerful. Sleek design and a Beauty.I will give straight reason for:Why to buy?1. If you want an iPhone2. If this is your first one3. If you want a small screen phone just for working purpose no entertainment4. If you have another phone as backup5. If you have other apple products and you want to pair this up as your latest purchase.6. If you have a decent 42k to spend without any second thought.Why not to buy?1. Battery drain, and low battery capacity...",5
Very Good,Got it yesterday 11 June ordered on 30may seller shipped on 7 June What’s happening Flipkart ? Coming to the phone. I switched from my old Se .CAMERA: it’s just Awesome in every way but those portraits lighting effects are of no use obviously mostly they won’t be used by anyone BATTERY: it’s just average it only remains for 6 to 8 hours of moderate usage DISPLAY: coming from four inch screen to 4.7 I feel like it’s huge and fair enough ( I always prefer compact phones ) Touch ID : it’s...,4
Brilliant,For ppl who prefer small displays this is the ryt choice neat n clean  top notch performance ......FOR THOSE WHO R CONCERNED ABOUT BATTERY This has 1821mAh battery but combined with a13 chip efficency is top notch . Use 10W charger which comes with ipad or buy separately within 45 mins phone charger from 0-80% The 5w included in box is waste good for nothing. Switch off optimised battery charging under battery health settings so 80-100% will b charged quickly.I use social media apps l...,5
Awesome,"I jumped from old SE to the new SE.the screen to body sized ratio is perfect for usage for a medium size palm. The highlight of this product is it’s elegance and sleek design. Looks so good in white colour. Performance is well packed with well coordinated GPU and CPU. If u are using bezel less phones then u might not consider it. But if u have decided to buy it then this product will bring a huge smile on your face in terms of speed, CAMERA, looks, iOS ecosystem and longevity of this devic...",5
Good phone for the price,"Some might say overpriced in India, but below are the PROS and CONS after 3 days of usage:Pros:1. Blazing fast processor. Runs everything thrown at it without a stutter.2. Very good single camera for daylight photography. Night time is good but not great.3. Optimal screen size for a phone for one hand use.4. Brilliant looks5. Battery life is one day when used like a phone. Watch various youtube videos to increase battery life. Optimal use of battery saver mode and screen brightness can...",5
Highly recommended,"iPhone is well known for slim and super platform for durability and shock proof..Those who want compact small and handy device cn go for it.It is good for email surfing, browsing, couple of videos per day.Camera quality is not superb but good in day lightVideo is extraordinary i can sayPerformance speed is tremendousBattery approx 1800mah is equivalent to 4000mah of other brands.White color stand unique in crowd.. because black color become traditional for all mobile handsets..Can go...",5
Super!,"My first iPhone and very happy with it. Slick and gorgeous design with perfect compact mobile. Performance is so amazing ,display softness more than 5 *. Little bit battery issues for fast drains like need to charge once in a 12 hours. May be this will solve out in next update. Definitely worth to buy than other brands.",5
Worth the money,"This is my first iPhone. I would say that coming from Android, there are some times when I feel that it is restricted in certain ways and you just have to accept it. Coming to the phone itself, camera is amazing minus the low light photography part. Battery backup is ok ok. I bought 12W Apple charger separately which charges it pretty fast so I do not worry about battery being low. Also since I am mostly at home, it doesn’t matter so much. Display is ok. Its a nice display but a small one a...",4
Highly recommended,I had been eagerly waiting for iPhone SE 2 ever since its news and articles started floating around techsites around a year back. I was using the iPhone SE (previous gen) back then and it worked brilliantly for two years before its Battery health went below 80%.An android user will never understand why an iPhone user sticks to their ecosystem despite them being expensive. Pros of iPhone SE 20201. A13 bionic chip - makes the phone a beast2. Camera - has portrait mode. Does the job brilli...,5
Value-for-money,This is the first iPhone I hv bought .. It’s bit diff for me using this first first as for so many years I hv been using android.. but I am actually liking it .. The camera omg it’s really awesome .. like it feels classy using this .. Battery is also as of now good enough .. I am writing this review after using it for 40 days.. if anyone is thinking of buying this pls go for it .. Thanks.,4
Very Good,"Great performance....!!!!!As expected from the A13 Bionic. Battery life can be avg or good depending on personal use . Have to charge the phone at least twice a day . Best Single camera setup . It is a compact phone , not quite great for video content. Great buy for 31k .",4
Terrific purchase,Its a great product. Would have given more than 5 star for the performance. Camera quality is much better than 20MP . And it operates at lighting fast pace. The only small minus point is battery. A but as i am a moderate user its perfectly fine for me. Great product as usual from apple.🙌🏻,5
Terrific,"One of the best handsets, very easy to carry & handle. Exceptional performance & amazing display, however battery is the only concern. It consumes more battery when you use internet, especially streaming videos and also while taking pictures. Otherwise everything thing is perfect. People who don’t like to carry big handsets on pocket can definitely go for this. But remember if you play more games or if u r always on internet you might need to carry a fast charger.",5
Value-for-money,"USP:1. Compact mobile which i always wanted in iPhone models2. Kickass A13 bionic chip , one of the best energy efficient apple processor produced till date.3. Camera is awesome to take pics (only day time) 4K videos 30/60 fps.Downside:1. Battery drain very fast.(googled and made it battery efficient) now it last atleast 1.5 day with moderate usage.Note: i would not advice this compact super mobile for people who are always glued to social media and YouTube.This is for someone who w...",4
Must buy!,"Very nice phone. Actually it's my first iPhone so I was very excited. Nd I'm happy with this phone.Nice phone for gaming, battery backup is not that much for gaming but I suggest buy one good powerbank or fast charger. If u have small fingers then it's best device for u.",5
Brilliant,"Very handy and comfortable to hold. Best phone to buy if you want sleek design, powerfull processor, beautiful camera and that's fits in your pocket. I didn't hesitate while buying this phone instead of oneplus 8. Afterall its your choice whether you want a phone or a tab sized phone.P.S.- it's not that small.",5
Simply awesome,I really love to use ios😍..Apple is my Favourite brand 🔥... I really love this phone. It was easy to hold and It was very fast processing mobile. In Future I will always purchase Apple mobile😍 Thank You Apple and Flipkart.,5
Terrific,Till date it has no issues,5
Delightful,Over all ok,4
Terrific purchase,"Very Awsome iPhone, Camera, performance all is good. And you get it a cheap price. Nice service and good iPhone",5
Awesome,Good,5
Great product,Nice phone,5
Fabulous!,excellent product,5
Worst experience ever!,The phones front speaker is damage after receiving it.,1
Super!,I am so Happy 😊,5
Delightful,It was a good Apple product who are looking for medium budget…,4
Worth the money,I like it,4
Wonderful,Excellent in class,5
Simply awesome,Nice,5
GOOD,GOOD,5
Wonderful,Buying the same phone for the second time. Perfomance and camera are off the charts. No other mid range has these. But the battery life is extremely low. I bought an se 1 year ago. Being a hardcore user the battery health dropped to 80% so that i needed to charge 4 times a day. Buying a power bank can solve the battery issue.,5
Awesome,Undoubtedly premium phone.,5
Does the job,"Everything is good and smooth operating display.. Camera is excellent.. But, only problem is Battery.. Battery backup is not good.. Normal call use its ok.. But for watching video, playing games etc., Battery not upto the mark.. U can use this phone as a secondary phone not for primary phone.. Think Twice before buy.",3
Wonderful,beauty with packed with great performance except battery,4
Just wow!,Fantastic handy devics. But with poor battery usage.3 -4 hours of non stop usage.can be used as secondery phone.and the camers are outstanding.,5
Terrific purchase,"I bought this phone for my mom & she loved it. Performance is great, Camera is great, haptics and performance is great.",5
Simply awesome,Great one ! Excellent camera!,5
Value-for-money,very happy,4
Perfect product!,"Awesome product, but only concern with battery.",5
Simply awesome,Thank you for giving me the product before the expected date,5
Awesome,Amazing phone with an awesome offer,5
Awesome,Good,5
Best in the market!,Great camera,5
Classy product,Awesome mobile and camera clearity too.,5
Simply awesome,A13 chipset gives iOS room to grow.Good battery life.Software updates for years.Supports fast LTE and Wi-Fi 6.Wireless charging is a nice touch.Great Touch ID sensor is back.Low price for iPhone.Water-resistant design.,5
Simply awesome,Amazing 😁 phone,5
Terrific,Nice,5
Worth every penny,"It was goo as expected"")",5
Awesome,Nice,5
Awesome,Bought and used this device for 24 hours. This is pretty good bargain for People who do phone calls and watch few videos. Battery holds good for a day if you don’t push it. Don’t fall for the battery drain and charge testing videos. Use a Samsung charger. It charges fast while not heating the phone.Camera is awesome and you don’t have to be a pro to click some brilliant pictures and videos. You want an iPhone then go for it.,5
Classy product,Nice camera👌,5
Good choice,Satisfied,4
Terrific purchase,Awesome,5
Very Good,Totally a beast only problem i am facing is with the battery and the front camera. The glass back looks very stylish and get scratches if not handled properly.,4
Wonderful,One of the best small sized phones with a great brand.,5
Perfect product!,Super mobileCamera ultimate Simple use Excellent Glass finished Classic back finishing Brand users only ..😎….but…Mobail box not provided adapter…….Only cable….,5
Great product,Actually this phone is amazing . Worth every penny . Super features in this price range . Loved it . Battery mah is little bit low . And drain very fastly . In other words this phone is a performance beast,5
Terrific,Just wow.🎈🎈,5
Nice product,Compact size. Good to use. Very fast processing One problem is during VC mobile heating and charge also consumed more..,4
Very Good,Good,4
Decent product,All goods but bettery performance low,3
Terrific purchase,Valued product,5
Does the job,Very nice,3
Fabulous!,"This phone is superb !!! At this budget it is very valuable. The camera,battery,display and sound everything is 100% for this budget. I am very happy with this phone. I have used it 2 months and I haven’t face any problem. I love it!!!",5
Awesome,It's fabulous product for low price 👌 product,5
Best in the market!,best camera phone,5
